Start of File
378,,
380,,
382,,
384,,
385,777,
387,777,
389,777,
390,777,
392,777,
394,777,
396,777,
397,777,
399,777,
401,777,
402,777,
404,777,
406,777,
409,777,
410,777,
412,777,
414,777,
416,777,
417,777,
419,777,
421,777,
422,777,
424,777,
426,777,
428,777,
429,777,
431,777,
433,777,
434,777,
436,777,
438,777,
440,777,
441,777,
443,777,
445,777,
446,777,
448,777,
450,777,
452,777,
453,777,
455,777,
457,777,
458,777,
460,777,
463,777,
465,777,
466,777,
472,777,
474,777,
476,777,
477,777,
479,777,
481,777,
482,777,
484,777,
486,777,
487,777,
489,777,
491,777,
493,777,
494,777,
496,777,
498,777,
499,777,
501,777,
503,777,
504,777,
506,777,
508,777,
510,777,
511,777,
513,777,
515,777,
517,777,
519,777,
521,777,
522,777,
524,777,
526,777,
528,777,
529,777,
531,777,
533,777,
534,777,
536,777,
538,777,
539,777,
541,777,
543,777,
545,777,
546,777,
548,777,
550,777,
551,777,
553,777,
555,777,
556,777,
558,777,
560,777,
565,777,
567,777,
569,777,
572,777,
573,777,
575,777,
577,777,
578,777,
580,777,
582,777,
583,777,
585,777,
587,777,
588,777,
590,777,
592,777,
594,777,
595,777,
597,777,
599,777,
600,777,
602,777,
604,777,
606,777,
607,777,
609,777,
611,777,
612,777,
614,777,
616,777,
618,777,
758,777,
848,777,
850,777,
851,777,
853,777,
855,777,
856,777,
858,777,
860,777,
862,777,
863,777,
865,777,
867,777,
869,777,
870,777,
872,777,
874,777,
875,777,
877,777,
879,777,
885,777,
887,777,
889,777,
890,777,
892,777,
894,777,
896,777,
897,777,
899,777,
901,777,
903,777,
905,777,
907,777,
909,777,
910,777,
912,777,
914,777,
915,777,
917,777,
919,777,
921,777,
922,777,
924,777,
926,777,
927,777,
929,777,
931,777,
933,777,
934,777,
936,777,
938,777,
939,777,
941,777,
943,777,
945,777,
946,777,
948,777,
950,777,
951,777,
953,777,
955,777,
957,777,
959,777,
961,777,
962,777,
964,777,
966,777,
968,777,
969,777,
971,777,
973,777,
978,777,
980,777,
982,777,
984,777,
985,777,
987,777,
989,777,
990,777,
992,777,
994,777,
996,777,
997,777,
999,777,
1001,777,
1002,777,
1004,777,
1006,777,
1007,777,
1009,777,
1012,777,
1013,777,
1015,777,
1017,777,
1019,777,
1020,777,
1022,777,
1024,777,
1025,777,
1027,777,
1029,777,
1030,777,
1032,777,
1034,777,
1036,777,
1037,777,
1039,777,
1041,777,
1042,777,
1044,777,
1046,777,
1048,777,
1049,777,
1051,777,
1053,777,
1054,777,
1056,777,
1058,777,
1060,777,
1066,777,
1068,777,
1069,777,
1071,777,
1072,777,
1074,777,
1075,777,
1077,777,
1079,777,
1080,777,
1082,777,
1083,777,
1085,777,
1086,777,
1088,777,
1090,777,
1091,777,
1093,777,
1094,777,
1096,777,
1097,777,
1099,777,
1101,777,
1102,777,
1104,777,
1105,777,
1107,777,
1108,777,
1110,777,
1112,777,
1113,777,
1116,777,
1117,777,
1119,777,
1120,777,
1122,777,
1123,777,
1125,777,
1127,777,
1128,777,
1130,777,
1131,777,
1133,777,
1134,777,
1136,777,
1138,777,
1143,777,
1145,777,
1146,777,
1148,777,
1150,777,
1151,777,
1153,777,
1154,777,
1156,777,
1157,777,
1159,777,
1161,777,
1162,777,
1164,777,
1166,777,
1168,777,
1169,777,
1171,777,
1172,777,
1174,777,
1176,777,
1177,777,
1179,777,
1180,777,
1182,777,
1183,777,
1185,777,
1187,777,
1188,777,
1190,777,
1191,777,
1193,777,
1194,777,
1196,777,
1198,777,
1199,777,
1201,777,
1202,777,
1204,777,
1206,777,
1207,777,
1209,777,
1210,777,
1212,777,
1213,777,
1216,777,
1217,777,
1223,777,
