Start of File
1187,89,90,0.20,9.49,-1.76,-0.24,0.32,-0.05,-72.08,36.95,31.29,0,0,0,
1200,89,89,0.17,9.57,-1.28,-0.31,0.31,-0.05,-72.65,37.15,31.41,0,0,0,
1207,89,89,0.17,9.57,-1.28,-0.19,0.31,-0.05,-72.86,37.27,31.61,0,0,0,
1213,89,88,0.16,9.62,-0.90,-0.18,0.18,-0.03,-72.32,36.98,31.69,0,0,0,
1220,89,89,0.19,9.55,-1.06,-0.10,0.02,-0.00,-72.49,36.31,31.96,0,0,0,
1226,89,89,0.19,9.55,-1.06,-0.10,0.02,-0.00,-72.17,37.11,31.50,0,0,0,
1232,89,89,0.21,9.54,-1.37,0.12,-0.01,0.00,-72.65,37.75,31.76,0,0,0,
1238,89,89,0.20,9.54,-1.61,0.18,-0.01,0.00,-73.22,37.20,30.77,0,0,0,
1250,89,89,0.20,9.54,-1.68,0.09,-0.01,0.00,-72.48,36.88,31.29,0,0,0,
1257,89,89,0.21,9.53,-1.53,0.00,-0.01,0.00,-72.84,37.31,31.47,0,0,0,
1263,89,89,0.21,9.53,-1.53,0.00,-0.01,0.00,-72.61,37.42,31.38,0,0,0,
1269,89,89,0.20,9.54,-1.50,0.01,-0.01,0.00,-72.42,37.26,31.63,0,0,0,
1275,89,89,0.21,9.53,-1.53,0.03,-0.01,0.00,-72.42,36.99,31.37,0,0,0,
1282,89,89,0.21,9.53,-1.53,0.03,-0.01,0.00,-72.93,37.58,30.99,0,0,0,
1288,89,89,0.21,9.53,-1.56,0.02,-0.01,0.00,-72.93,36.90,32.01,0,0,0,
1300,89,89,0.20,9.54,-1.60,-0.03,-0.01,0.00,-72.95,37.46,30.72,0,0,0,
1306,89,89,0.21,9.53,-1.55,-0.07,-0.01,0.00,-72.83,37.61,31.31,0,0,0,
1313,89,89,0.21,9.54,-1.45,-0.06,-0.01,0.00,-73.24,37.34,30.72,0,0,0,
1319,89,89,0.21,9.54,-1.45,-0.06,-0.01,0.00,-72.84,37.01,31.13,0,0,0,
1325,89,89,0.21,9.53,-1.48,-0.01,-0.01,0.00,-72.61,37.07,30.39,0,0,0,
1331,89,89,0.21,9.53,-1.49,0.01,-0.01,0.00,-72.54,36.71,29.99,0,0,0,
1338,89,89,0.21,9.53,-1.49,0.01,-0.01,0.00,-72.54,36.90,31.48,0,0,0,
1349,89,89,0.21,9.54,-1.56,0.03,-0.01,0.00,-72.43,41.06,31.07,0,0,0,
1355,89,89,0.21,9.54,-1.56,0.03,-0.01,0.00,-72.41,37.15,31.54,0,0,0,
1369,89,89,0.21,9.53,-1.54,-0.02,-0.01,0.00,-72.10,37.58,30.30,0,0,0,
1375,89,89,0.21,9.53,-1.53,-0.02,-0.01,0.00,-72.33,37.05,30.43,0,0,0,
1382,89,89,0.21,9.54,-1.53,-0.04,-0.01,0.00,-72.64,36.88,31.23,0,0,0,
1388,89,89,0.21,9.53,-1.46,-0.03,-0.01,0.00,-71.94,37.02,32.34,0,0,0,
1394,89,89,0.21,9.53,-1.45,-0.03,-0.01,0.00,-72.19,37.11,31.91,0,0,0,
1406,89,89,0.20,9.53,-1.54,0.04,-0.01,0.00,-72.38,37.14,31.07,0,0,0,
1413,89,89,0.20,9.54,-1.56,0.00,-0.00,0.00,-72.16,37.24,30.71,0,0,0,
1419,89,89,0.20,9.54,-1.56,0.00,-0.00,0.00,-72.64,36.71,31.39,0,0,0,
1425,89,89,0.20,9.54,-1.55,-0.03,0.00,0.00,-72.58,37.18,32.05,0,0,0,
