Start of File
70884,-0.27,-0.04,9.41,0.00,-0.01,-0.13,-26.82,35.43,-11.46,---------------,0.22,0.09,9.77,-0.00,-0.01,-0.13,-13.53,-23.84,-16.54,€,0,
70896,-0.14,0.15,9.91,0.01,-0.02,-0.12,-26.67,35.94,-12.09,---------------,0.20,-0.11,9.92,-0.00,-0.02,-0.13,-13.62,-23.93,-15.96,€,0,
70909,-0.24,-0.03,9.60,0.01,-0.01,-0.12,-26.69,35.94,-12.09,---------------,0.25,-0.03,9.91,-0.00,-0.02,-0.13,-13.77,-23.87,-15.97,€,0,
70926,-0.36,-3.79,9.75,-0.04,-0.01,-0.06,-26.57,35.90,-11.08,---------------,0.04,-2.08,10.09,0.04,-0.01,-0.05,-13.80,-23.95,-15.23,€,0,
70939,-0.16,0.45,9.78,0.05,-0.01,0.04,-26.41,36.50,-10.46,---------------,0.26,0.12,9.87,-0.05,-0.02,0.03,-13.69,-23.93,-15.95,€,0,
70952,-0.27,0.15,9.29,-0.01,-0.00,0.04,-26.78,36.13,-11.09,---------------,0.30,-0.12,9.87,0.00,-0.02,0.04,-13.62,-24.71,-16.08,€,0,
70965,-0.30,-0.15,9.34,0.00,-0.01,0.05,-26.72,36.20,-11.85,---------------,0.27,-0.04,9.90,0.00,-0.01,0.05,-13.05,-24.13,-15.62,€,0,
70990,-0.18,0.32,9.51,-0.00,-0.02,0.06,-26.44,36.17,-11.41,---------------,0.23,0.15,9.84,0.01,-0.01,0.05,-13.59,-24.16,-16.08,€,0,
71003,-0.16,0.30,9.65,0.00,-0.02,0.04,-26.35,35.59,-11.79,---------------,0.22,0.28,9.88,0.00,-0.01,0.03,-14.24,-24.32,-16.21,€,0,
71016,-0.14,0.41,9.95,0.01,-0.02,0.03,-26.95,35.55,-11.33,---------------,0.22,0.21,9.91,-0.01,-0.01,0.02,-13.59,-24.33,-16.06,€,0,
71028,-0.16,0.40,9.84,0.00,-0.01,0.01,-25.96,35.50,-11.36,---------------,0.25,0.10,9.92,0.01,-0.02,-0.01,-13.93,-24.33,-15.38,€,0,
71045,-0.21,0.10,9.67,-0.00,-0.01,-0.00,-26.78,36.06,-11.24,---------------,0.23,-0.01,9.91,0.00,-0.02,-0.01,-14.19,-24.25,-15.27,€,0,
71058,-0.23,-0.01,9.52,0.31,-0.01,-0.00,-27.04,35.76,-11.75,---------------,0.25,0.01,9.87,0.00,-0.01,-0.01,-14.25,-24.17,-15.84,€,0,
71071,-0.23,0.00,9.58,0.00,-0.01,-0.00,-26.69,35.36,-12.39,---------------,0.26,0.02,9.86,0.00,-0.01,-0.01,-13.77,-24.44,-15.27,€,0,
71088,-0.22,0.05,9.71,0.00,-0.01,0.00,-26.40,35.65,-12.26,---------------,0.25,-0.02,9.91,-0.00,-0.02,-0.00,-13.71,-23.95,-15.93,€,0,
71101,-0.22,0.07,9.65,0.00,-0.01,0.00,-26.60,35.60,-12.00,---------------,0.26,-0.00,9.92,0.00,-0.02,-0.00,-13.45,-24.07,-15.65,€,0,
71113,-0.21,0.09,9.68,0.00,-0.01,0.00,-26.38,35.18,-11.18,---------------,0.24,0.01,9.89,0.00,-0.01,-0.00,-13.74,-24.44,-15.33,€,0,
71126,-0.22,0.04,9.62,-0.00,-0.01,-0.00,-26.62,35.98,-11.94,---------------,0.24,0.03,9.88,0.00,-0.01,-0.01,-14.02,-24.35,-16.43,€,0,
71143,-0.21,0.30,9.68,-0.00,-0.01,-0.00,-27.67,34.95,-12.44,---------------,0.25,0.03,9.88,0.00,-0.02,-0.00,-13.72,-23.81,-16.19,€,0,
71156,-0.23,0.02,9.64,0.00,-0.01,0.00,-26.21,35.33,-12.31,---------------,0.25,0.03,9.88,0.00,-0.02,-0.00,-13.90,-23.69,-15.87,€,0,
71168,-0.21,0.05,9.65,0.00,-0.01,0.00,-26.60,35.36,-12.00,---------------,0.25,0.01,9.91,0.00,-0.02,-0.00,-13.64,-23.85,-16.19,€,0,
71181,-0.22,0.08,9.67,0.00,-0.01,0.00,-26.15,35.43,-11.79,---------------,0.25,0.01,9.91,0.00,-0.02,-0.00,-13.69,-24.17,-15.89,€,0,
71198,-0.22,0.05,9.65,0.00,-0.01,0.00,-26.85,35.56,-10.77,---------------,0.25,0.00,9.89,0.00,-0.02,-0.00,-14.03,-24.28,-16.34,€,0,
71211,-0.21,0.03,9.69,0.00,-0.01,0.00,-26.86,35.03,-11.66,---------------,0.25,0.01,9.88,0.00,-0.01,-0.00,-14.15,-23.36,-15.51,€,0,
71224,-0.21,0.04,9.64,0.00,-0.01,0.00,-26.62,35.41,-11.05,---------------,0.25,0.02,9.88,0.00,-0.02,-0.00,-13.84,-23.97,-16.31,€,0,
71237,-0.22,0.05,9.62,0.00,-0.01,0.00,-26.57,35.33,-12.01,---------------,0.24,0.02,9.90,0.00,-0.02,-0.01,-14.15,-24.14,-15.55,€,0,
71262,-0.22,0.04,9.66,0.00,-0.01,0.00,-26.03,35.88,-12.54,---------------,0.24,0.01,9.89,0.00,-0.02,-0.00,-14.21,-23.95,-16.18,€,0,
71275,-0.22,0.02,9.67,0.00,-0.01,0.00,-26.44,35.38,-11.27,---------------,0.24,0.01,9.89,0.00,-0.01,-0.00,-13.80,-24.32,-16.19,€,0,
71288,-0.22,0.05,9.65,0.00,-0.01,0.00,-26.72,35.66,-10.86,---------------,0.24,0.02,9.89,0.00,-0.02,-0.00,-14.26,-24.19,-16.28,€,0,
71300,-0.21,0.05,9.65,0.00,-0.01,0.00,-26.63,35.91,-11.60,---------------,0.24,0.03,9.89,0.00,-0.01,-0.00,-13.96,-23.85,-15.71,€,0,
71317,-0.21,0.04,9.66,0.00,-0.01,0.00,-26.76,35.90,-12.22,---------------,0.25,0.01,9.90,0.00,-0.02,-0.01,-13.81,-24.86,-16.37,€,0,
71330,-0.23,0.05,9.67,0.00,-0.01,0.00,-26.43,35.66,-11.65,---------------,0.26,0.01,9.90,0.00,-0.02,-0.00,-14.07,-24.61,-15.65,€,0,
71343,-0.23,0.02,9.66,0.00,-0.01,0.00,-26.59,35.87,-12.10,---------------,0.25,0.01,9.89,0.00,-0.02,-0.00,-14.32,-24.61,-16.14,€,0,
71355,-0.22,0.04,9.66,0.00,-0.01,0.00,-29.85,35.68,-11.82,---------------,0.24,0.02,9.89,0.00,-0.02,-0.00,-14.00,-24.10,-15.51,€,0,
71373,-0.22,0.03,9.66,0.00,-0.01,0.00,-27.08,36.04,-11.17,---------------,0.24,0.02,9.90,0.00,-0.02,-0.00,-14.00,-24.41,-15.54,€,0,
71386,-0.22,0.03,9.67,0.00,-0.01,0.00,-26.69,35.93,-12.09,---------------,0.24,0.02,9.90,0.00,-0.01,-0.00,-13.93,-24.35,-16.11,€,0,
71399,-0.23,0.04,9.67,0.00,-0.01,0.00,-26.91,35.46,-11.44,---------------,0.24,0.01,9.89,0.00,-0.02,-0.00,-14.05,-24.07,-16.40,€,0,
71416,-0.23,0.03,9.64,0.00,-0.01,0.00,-26.62,35.41,-11.74,---------------,0.26,0.01,9.90,0.00,-0.01,-0.01,-14.37,-24.28,-15.64,€,0,
71429,-0.22,0.03,9.68,0.00,-0.01,0.00,-26.63,35.66,-11.69,---------------,0.24,0.02,9.90,0.00,-0.02,-0.01,-14.18,-24.33,-16.35,€,0,
71441,-0.21,0.05,9.67,0.00,-0.01,0.00,-26.02,36.14,-11.09,---------------,0.24,0.00,9.90,0.00,-0.02,-0.01,-13.84,-24.14,-16.33,€,0,
71454,-0.21,0.04,9.66,0.00,-0.01,0.00,-26.64,36.03,-12.25,---------------,0.24,0.02,9.90,0.00,-0.02,-0.00,-13.59,-23.93,-15.59,€,0,
71471,-0.22,0.04,9.66,0.00,-0.01,0.00,-26.47,35.49,-12.26,---------------,0.24,0.02,9.89,0.00,-0.02,-0.00,-14.35,-24.50,-16.44,€,0,
71484,-0.23,0.03,9.65,0.00,-0.01,0.00,-26.22,35.84,-11.98,---------------,0.25,0.01,9.89,0.00,-0.02,-0.00,-14.10,-23.60,-15.42,€,0,
71497,-0.23,0.03,9.67,0.00,-0.01,0.00,-25.83,35.88,-11.15,---------------,0.24,0.02,9.90,0.00,-0.01,-0.00,-14.00,-24.47,-15.23,€,0,
71509,-0.22,0.04,9.66,0.00,-0.01,0.00,-25.80,36.19,-11.11,---------------,0.24,0.01,9.91,0.00,-0.02,-0.00,-13.91,-24.28,-16.31,€,0,
71533,-0.21,0.04,9.65,0.00,-0.01,0.00,-26.53,35.79,-12.00,---------------,0.24,0.02,9.90,0.00,-0.01,-0.00,-13.97,-24.36,-15.86,€,0,
71546,-0.22,0.03,9.67,0.00,-0.01,0.00,-25.91,35.66,-11.36,---------------,0.25,0.02,9.90,0.00,-0.02,-0.00,-13.61,-24.28,-15.16,€,0,
71559,-0.22,0.04,9.66,0.00,-0.01,0.00,-26.66,36.22,-12.70,---------------,0.25,0.02,9.90,0.00,-0.01,-0.01,-13.53,-24.54,-15.46,€,0,
