Start of File
987,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-50.12,26.05,17.85,0,0,0,
994,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.87,26.05,18.49,0,0,0,
1000,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-50.06,25.49,19.07,0,0,0,
1006,89,89,-0.85,9.59,-0.26,0.01,-0.01,0.00,-50.16,26.21,18.69,0,0,0,
1012,89,89,-0.85,9.59,-0.26,0.01,-0.01,0.00,-50.42,25.83,18.80,0,0,0,
1019,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.34,25.91,19.53,0,0,0,
1025,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.63,25.86,18.75,0,0,0,
1031,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.55,25.50,19.20,0,0,0,
1042,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.21,26.45,19.10,0,0,0,
1049,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.49,26.69,18.66,0,0,0,
1055,89,89,-0.84,9.59,-0.26,0.01,-0.01,0.00,-49.71,25.75,17.85,0,0,0,
1061,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.43,26.09,19.48,0,0,0,
1074,89,89,-0.85,9.61,-0.26,0.01,-0.01,0.00,-49.74,25.69,19.10,0,0,0,
1080,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.93,26.10,18.34,0,0,0,
1087,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.77,26.00,19.00,0,0,0,
1099,89,89,-0.85,9.60,-0.26,0.01,-0.01,0.00,-49.62,26.06,17.66,0,0,0,
1105,89,89,-0.85,9.60,-0.26,0.01,-0.01,0.00,-49.12,25.46,18.91,0,0,0,
1111,89,89,-0.85,9.59,-0.27,0.01,-0.01,0.00,-48.67,26.26,18.59,0,0,0,
1118,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.47,25.90,18.75,0,0,0,
1124,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.58,25.69,19.47,0,0,0,
1130,89,89,-0.84,9.59,-0.27,0.01,-0.01,0.00,-49.40,25.80,18.33,0,0,0,
1136,89,89,-0.84,9.60,-0.25,0.01,-0.01,0.00,-49.96,26.06,18.59,0,0,0,
1147,90,89,-0.86,9.60,-0.25,0.01,-0.01,0.00,-49.36,26.38,18.40,0,0,0,
1154,89,89,-0.84,9.59,-0.26,0.01,-0.01,0.00,-49.61,25.59,18.56,0,0,0,
1160,89,89,-0.84,9.59,-0.26,0.01,-0.01,0.00,-49.74,25.96,19.37,0,0,0,
1167,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.37,25.91,18.49,0,0,0,
1173,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.40,25.97,18.52,0,0,0,
1180,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.24,25.87,17.83,0,0,0,
1186,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.55,26.13,18.80,0,0,0,
1197,89,89,-0.85,9.59,-0.26,0.01,-0.01,0.00,-49.75,25.87,18.93,0,0,0,
1204,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.72,25.75,18.40,0,0,0,
1211,89,89,-0.84,9.61,-0.26,0.01,-0.01,0.00,-49.28,25.56,18.75,0,0,0,
1217,89,89,-0.84,9.61,-0.26,0.01,-0.01,0.00,-49.62,25.48,18.85,0,0,0,
1222,89,89,-0.85,9.60,-0.26,0.01,-0.01,0.00,-49.20,25.61,18.99,0,0,0,
1235,89,89,-0.85,9.60,-0.26,0.01,-0.01,0.00,-49.75,25.97,18.61,0,0,0,
1243,90,89,-0.86,9.58,-0.26,0.01,-0.01,0.00,-49.55,26.09,19.15,0,0,0,
1254,89,89,-0.85,9.60,-0.26,0.01,-0.01,0.00,-49.91,26.00,19.03,0,0,0,
1261,90,89,-0.85,9.59,-0.26,0.01,-0.01,0.00,-50.01,25.43,18.28,0,0,0,
1267,89,89,-0.84,9.60,-0.27,0.01,-0.01,0.00,-49.04,25.96,19.13,0,0,0,
1274,89,89,-0.84,9.60,-0.26,0.01,-0.01,0.00,-49.58,25.31,18.36,0,0,0,
